start_time,end_time,t_duration,RM_BvLOcean.Elek_P.WaschtankHeizstab1,RM_BvLOcean.Elek_P.Waschpumpe,RM_BvLOcean.Elek_P.Hauptanschluss,RM_BvLOcean.Elek_P.Rotationsantrieb,RM_BvLOcean.Elek_P.Absaugventilator,RM_BvLOcean.Elek_P.Heisslufttrocknung,RM_BvLOcean.Elek_P.Oelskimmer,dataset_number,m_water_mean,IR_temp_mean
2025-12-17 09:31:00,2025-12-17 09:56:00,0.0,2259.8259325044405,1051.2451154529308,3355.5844092021825,5.554174067495559,57.41918294849023,0.0,0.0,1,3.13581,44.65333333333333
2025-12-17 08:43:00,2025-12-17 09:21:00,30.0,4546.300118623962,937.9679715302491,5520.518658940054,28.845788849347567,64.52906287069987,0.0,0.0,2,2.30365,41.24666666666667
2025-12-01 13:30:00,2025-12-01 13:57:00,60.0,2038.768408551069,933.6258907363421,3051.755399735693,27.581947743467932,66.98574821852732,0.0,0.0,3,2.69891,40.913333333333334
2025-12-01 12:46:00,2025-12-01 13:27:00,120.0,2138.3197158081707,705.8232682060391,2999.457473888702,69.41829484902308,77.53641207815275,0.0,0.0,4,2.69258,39.2
2025-12-01 11:52:00,2025-12-01 12:41:00,240.0,2304.8335322195703,470.9516129032258,2946.917946359138,94.97195704057279,77.26045400238948,0.0,0.0,5,1.97645,35.233333333333334
2025-11-21 10:59:00,2025-11-21 12:12:00,480.0,1314.6027738264581,282.03449502133714,1811.689681422151,116.36948790896159,81.15078236130867,0.0,0.0,6,1.713555556,35.07333333333334
