Hochtemp2;Time;Celsius(°C);Serial Number
57;01.12.2025 11:16:06;21,9;
58;01.12.2025 11:16:07;21,9;
59;01.12.2025 11:16:08;21,9;
60;01.12.2025 11:16:09;21,9;
61;01.12.2025 11:16:10;21,9;
62;01.12.2025 11:16:11;22;
63;01.12.2025 11:16:12;22;
64;01.12.2025 11:16:13;22;
65;01.12.2025 11:16:14;22;
66;01.12.2025 11:16:15;22;
67;01.12.2025 11:16:16;22;
68;01.12.2025 11:16:17;22;
69;01.12.2025 11:16:18;22;
70;01.12.2025 11:16:19;22;
71;01.12.2025 11:16:20;22;
72;01.12.2025 11:16:21;22;
73;01.12.2025 11:16:22;22;
74;01.12.2025 11:16:23;22;
75;01.12.2025 11:16:24;22;
76;01.12.2025 11:16:25;22;
77;01.12.2025 11:16:26;22;
78;01.12.2025 11:16:27;22;
79;01.12.2025 11:16:28;22;
80;01.12.2025 11:16:29;22;
81;01.12.2025 11:16:30;22;
82;01.12.2025 11:16:31;22;
83;01.12.2025 11:16:32;22;
84;01.12.2025 11:16:33;22;
85;01.12.2025 11:16:34;22;
86;01.12.2025 11:16:35;22;
87;01.12.2025 11:16:36;22;
88;01.12.2025 11:16:37;22;
89;01.12.2025 11:16:38;22;
90;01.12.2025 11:16:39;22;
91;01.12.2025 11:16:40;22;
92;01.12.2025 11:16:41;22;
93;01.12.2025 11:16:42;22;
94;01.12.2025 11:16:43;22;
95;01.12.2025 11:16:44;22;
96;01.12.2025 11:16:45;22;
97;01.12.2025 11:16:46;22;
98;01.12.2025 11:16:47;22;
99;01.12.2025 11:16:48;22;
100;01.12.2025 11:16:49;22;
101;01.12.2025 11:16:50;22;
102;01.12.2025 11:16:51;22;
103;01.12.2025 11:16:52;22;
104;01.12.2025 11:16:53;22;
105;01.12.2025 11:16:54;22;
106;01.12.2025 11:16:55;22;
107;01.12.2025 11:16:56;22;
108;01.12.2025 11:16:57;22;
109;01.12.2025 11:16:58;22;
110;01.12.2025 11:16:59;22;
111;01.12.2025 11:17:00;22,1;
112;01.12.2025 11:17:01;22;
113;01.12.2025 11:17:02;22,1;
114;01.12.2025 11:17:03;22;
115;01.12.2025 11:17:04;22;
116;01.12.2025 11:17:05;22;
117;01.12.2025 11:17:06;22;
118;01.12.2025 11:17:07;22;
119;01.12.2025 11:17:08;22;
120;01.12.2025 11:17:09;22;
121;01.12.2025 11:17:10;22;
122;01.12.2025 11:17:11;22;
123;01.12.2025 11:17:12;22;
124;01.12.2025 11:17:13;22;
125;01.12.2025 11:17:14;22;
126;01.12.2025 11:17:15;22;
127;01.12.2025 11:17:16;22;
128;01.12.2025 11:17:17;22;
129;01.12.2025 11:17:18;22;
130;01.12.2025 11:17:19;22;
131;01.12.2025 11:17:20;22;
132;01.12.2025 11:17:21;22;
133;01.12.2025 11:17:22;22;
134;01.12.2025 11:17:23;22;
135;01.12.2025 11:17:24;22;
136;01.12.2025 11:17:25;22;
137;01.12.2025 11:17:26;22;
138;01.12.2025 11:17:27;22;
139;01.12.2025 11:17:28;22;
140;01.12.2025 11:17:29;22;
141;01.12.2025 11:17:30;22;
142;01.12.2025 11:17:31;22;
143;01.12.2025 11:17:32;22;
144;01.12.2025 11:17:33;22;
145;01.12.2025 11:17:34;22;
146;01.12.2025 11:17:35;22;
147;01.12.2025 11:17:36;22;
148;01.12.2025 11:17:37;22;
149;01.12.2025 11:17:38;22;
150;01.12.2025 11:17:39;22;
151;01.12.2025 11:17:40;22;
152;01.12.2025 11:17:41;22;
153;01.12.2025 11:17:42;22;
154;01.12.2025 11:17:43;22;
155;01.12.2025 11:17:44;22;
156;01.12.2025 11:17:45;22;
157;01.12.2025 11:17:46;22;
158;01.12.2025 11:17:47;22;
159;01.12.2025 11:17:48;22;
160;01.12.2025 11:17:49;22;
161;01.12.2025 11:17:50;22;
162;01.12.2025 11:17:51;22;
163;01.12.2025 11:17:52;22;
164;01.12.2025 11:17:53;22;
165;01.12.2025 11:17:54;22;
166;01.12.2025 11:17:55;22;
167;01.12.2025 11:17:56;22;
168;01.12.2025 11:17:57;22;
169;01.12.2025 11:17:58;22;
170;01.12.2025 11:17:59;22;
171;01.12.2025 11:18:00;22;
172;01.12.2025 11:18:01;22;
173;01.12.2025 11:18:02;22;
174;01.12.2025 11:18:03;22;
175;01.12.2025 11:18:04;22;
176;01.12.2025 11:18:05;22;
177;01.12.2025 11:18:06;22;
178;01.12.2025 11:18:07;22;
179;01.12.2025 11:18:08;22;
180;01.12.2025 11:18:09;22;
181;01.12.2025 11:18:10;22;
182;01.12.2025 11:18:11;22;
183;01.12.2025 11:18:12;22;
184;01.12.2025 11:18:13;22;
185;01.12.2025 11:18:14;22;
186;01.12.2025 11:18:15;22;
187;01.12.2025 11:18:16;22;
188;01.12.2025 11:18:17;22;
189;01.12.2025 11:18:18;22;
190;01.12.2025 11:18:19;22;
191;01.12.2025 11:18:20;22;
192;01.12.2025 11:18:21;22;
193;01.12.2025 11:18:22;22;
194;01.12.2025 11:18:23;22;
195;01.12.2025 11:18:24;22;
196;01.12.2025 11:18:25;22;
197;01.12.2025 11:18:26;22;
198;01.12.2025 11:18:27;22;
199;01.12.2025 11:18:28;22;
200;01.12.2025 11:18:29;22;
201;01.12.2025 11:18:30;22;
202;01.12.2025 11:18:31;22;
203;01.12.2025 11:18:32;22;
204;01.12.2025 11:18:33;22;
205;01.12.2025 11:18:34;22;
206;01.12.2025 11:18:35;22;
207;01.12.2025 11:18:36;22;
208;01.12.2025 11:18:37;22;
209;01.12.2025 11:18:38;22;
210;01.12.2025 11:18:39;22;
211;01.12.2025 11:18:40;21,9;
212;01.12.2025 11:18:41;21,9;
213;01.12.2025 11:18:42;21,9;
214;01.12.2025 11:18:43;21,9;
215;01.12.2025 11:18:44;21,9;
216;01.12.2025 11:18:45;21,9;
217;01.12.2025 11:18:46;21,9;
218;01.12.2025 11:18:47;21,9;
219;01.12.2025 11:18:48;21,9;
220;01.12.2025 11:18:49;21,9;
221;01.12.2025 11:18:50;21,9;
222;01.12.2025 11:18:51;21,9;
223;01.12.2025 11:18:52;21,9;
224;01.12.2025 11:18:53;21,9;
225;01.12.2025 11:18:54;21,9;
226;01.12.2025 11:18:55;21,9;
227;01.12.2025 11:18:56;21,9;
228;01.12.2025 11:18:57;21,9;
229;01.12.2025 11:18:58;21,9;
230;01.12.2025 11:18:59;21,9;
231;01.12.2025 11:19:00;21,9;
232;01.12.2025 11:19:01;21,9;
233;01.12.2025 11:19:02;21,9;
234;01.12.2025 11:19:03;21,9;
235;01.12.2025 11:19:04;21,9;
236;01.12.2025 11:19:05;21,9;
237;01.12.2025 11:19:06;21,9;
238;01.12.2025 11:19:07;21,9;
239;01.12.2025 11:19:08;21,9;
240;01.12.2025 11:19:09;21,9;
241;01.12.2025 11:19:10;21,9;
242;01.12.2025 11:19:11;21,9;
243;01.12.2025 11:19:12;21,9;
244;01.12.2025 11:19:13;21,9;
245;01.12.2025 11:19:14;21,9;
246;01.12.2025 11:19:15;21,9;
247;01.12.2025 11:19:16;21,9;
248;01.12.2025 11:19:17;21,9;
249;01.12.2025 11:19:18;21,9;
250;01.12.2025 11:19:19;21,9;
251;01.12.2025 11:19:20;21,9;
252;01.12.2025 11:19:21;21,9;
253;01.12.2025 11:19:22;21,9;
254;01.12.2025 11:19:23;21,9;
255;01.12.2025 11:19:24;21,9;
256;01.12.2025 11:19:25;21,9;
257;01.12.2025 11:19:26;21,9;
258;01.12.2025 11:19:27;21,9;
259;01.12.2025 11:19:28;21,9;
260;01.12.2025 11:19:29;21,9;
261;01.12.2025 11:19:30;21,9;
262;01.12.2025 11:19:31;21,9;
263;01.12.2025 11:19:32;21,9;
264;01.12.2025 11:19:33;21,9;
265;01.12.2025 11:19:34;21,9;
266;01.12.2025 11:19:35;21,9;
267;01.12.2025 11:19:36;21,9;
268;01.12.2025 11:19:37;21,9;
269;01.12.2025 11:19:38;21,9;
270;01.12.2025 11:19:39;21,9;
271;01.12.2025 11:19:40;21,9;
272;01.12.2025 11:19:41;21,9;
273;01.12.2025 11:19:42;21,9;
274;01.12.2025 11:19:43;21,9;
275;01.12.2025 11:19:44;21,9;
276;01.12.2025 11:19:45;21,9;
277;01.12.2025 11:19:46;21,9;
278;01.12.2025 11:19:47;21,9;
279;01.12.2025 11:19:48;21,9;
280;01.12.2025 11:19:49;21,9;
281;01.12.2025 11:19:50;21,9;
282;01.12.2025 11:19:51;21,9;
283;01.12.2025 11:19:52;21,9;
284;01.12.2025 11:19:53;21,9;
285;01.12.2025 11:19:54;21,9;
286;01.12.2025 11:19:55;21,9;
287;01.12.2025 11:19:56;21,9;
288;01.12.2025 11:19:57;21,9;
289;01.12.2025 11:19:58;21,9;
290;01.12.2025 11:19:59;21,9;
291;01.12.2025 11:20:00;21,9;
292;01.12.2025 11:20:01;21,9;
293;01.12.2025 11:20:02;21,9;
294;01.12.2025 11:20:03;21,9;
295;01.12.2025 11:20:04;21,9;
296;01.12.2025 11:20:05;21,9;
297;01.12.2025 11:20:06;21,9;
298;01.12.2025 11:20:07;21,9;
299;01.12.2025 11:20:08;21,9;
300;01.12.2025 11:20:09;21,9;
301;01.12.2025 11:20:10;21,9;
302;01.12.2025 11:20:11;21,9;
303;01.12.2025 11:20:12;21,9;
304;01.12.2025 11:20:13;21,9;
305;01.12.2025 11:20:14;21,9;
306;01.12.2025 11:20:15;21,9;
307;01.12.2025 11:20:16;21,9;
308;01.12.2025 11:20:17;21,8;
309;01.12.2025 11:20:18;21,8;
310;01.12.2025 11:20:19;21,8;
311;01.12.2025 11:20:20;21,8;
312;01.12.2025 11:20:21;21,8;
313;01.12.2025 11:20:22;21,8;
314;01.12.2025 11:20:23;21,8;
315;01.12.2025 11:20:24;21,8;
316;01.12.2025 11:20:25;21,8;
317;01.12.2025 11:20:26;21,8;
318;01.12.2025 11:20:27;21,8;
319;01.12.2025 11:20:28;21,8;
320;01.12.2025 11:20:29;21,8;
321;01.12.2025 11:20:30;21,8;
322;01.12.2025 11:20:31;21,8;
323;01.12.2025 11:20:32;21,8;
324;01.12.2025 11:20:33;21,8;
325;01.12.2025 11:20:34;21,8;
326;01.12.2025 11:20:35;21,8;
327;01.12.2025 11:20:36;21,8;
328;01.12.2025 11:20:37;21,8;
329;01.12.2025 11:20:38;21,8;
330;01.12.2025 11:20:39;21,8;
331;01.12.2025 11:20:40;21,8;
332;01.12.2025 11:20:41;21,8;
333;01.12.2025 11:20:42;21,8;
334;01.12.2025 11:20:43;21,8;
335;01.12.2025 11:20:44;21,8;
336;01.12.2025 11:20:45;21,8;
337;01.12.2025 11:20:46;21,8;
338;01.12.2025 11:20:47;21,8;
339;01.12.2025 11:20:48;21,8;
340;01.12.2025 11:20:49;21,8;
341;01.12.2025 11:20:50;21,8;
342;01.12.2025 11:20:51;21,8;
343;01.12.2025 11:20:52;21,8;
344;01.12.2025 11:20:53;21,8;
345;01.12.2025 11:20:54;21,8;
346;01.12.2025 11:20:55;21,8;
347;01.12.2025 11:20:56;21,8;
348;01.12.2025 11:20:57;21,8;
349;01.12.2025 11:20:58;21,8;
350;01.12.2025 11:20:59;21,8;
351;01.12.2025 11:21:00;21,8;
352;01.12.2025 11:21:01;21,8;
353;01.12.2025 11:21:02;21,8;
354;01.12.2025 11:21:03;21,8;
355;01.12.2025 11:21:04;21,8;
356;01.12.2025 11:21:05;21,8;
357;01.12.2025 11:21:06;21,8;
358;01.12.2025 11:21:07;21,8;
359;01.12.2025 11:21:08;21,8;
360;01.12.2025 11:21:09;21,8;
361;01.12.2025 11:21:10;21,8;
362;01.12.2025 11:21:11;21,8;
363;01.12.2025 11:21:12;21,8;
364;01.12.2025 11:21:13;21,8;
365;01.12.2025 11:21:14;21,8;
366;01.12.2025 11:21:15;21,8;
367;01.12.2025 11:21:16;21,8;
368;01.12.2025 11:21:17;21,8;
369;01.12.2025 11:21:18;21,8;
370;01.12.2025 11:21:19;21,8;
371;01.12.2025 11:21:20;21,8;
372;01.12.2025 11:21:21;21,8;
373;01.12.2025 11:21:22;21,8;
374;01.12.2025 11:21:23;21,8;
375;01.12.2025 11:21:24;21,8;
376;01.12.2025 11:21:25;21,8;
377;01.12.2025 11:21:26;21,8;
378;01.12.2025 11:21:27;21,8;
379;01.12.2025 11:21:28;21,8;
380;01.12.2025 11:21:29;21,8;
381;01.12.2025 11:21:30;21,8;
382;01.12.2025 11:21:31;21,8;
383;01.12.2025 11:21:32;21,8;
384;01.12.2025 11:21:33;21,8;
385;01.12.2025 11:21:34;21,8;
386;01.12.2025 11:21:35;21,8;
387;01.12.2025 11:21:36;21,8;
388;01.12.2025 11:21:37;21,8;
389;01.12.2025 11:21:38;21,8;
390;01.12.2025 11:21:39;21,8;
391;01.12.2025 11:21:40;21,8;
392;01.12.2025 11:21:41;21,8;
393;01.12.2025 11:21:42;21,8;
394;01.12.2025 11:21:43;21,8;
395;01.12.2025 11:21:44;21,8;
396;01.12.2025 11:21:45;21,8;
397;01.12.2025 11:21:46;21,8;
398;01.12.2025 11:21:47;21,8;
399;01.12.2025 11:21:48;21,8;
400;01.12.2025 11:21:49;21,8;
401;01.12.2025 11:21:50;21,8;
402;01.12.2025 11:21:51;21,8;
403;01.12.2025 11:21:52;21,8;
404;01.12.2025 11:21:53;21,8;
405;01.12.2025 11:21:54;21,8;
406;01.12.2025 11:21:55;21,8;
407;01.12.2025 11:21:56;21,8;
408;01.12.2025 11:21:57;21,8;
409;01.12.2025 11:21:58;21,8;
410;01.12.2025 11:21:59;21,8;
411;01.12.2025 11:22:00;21,8;
412;01.12.2025 11:22:01;21,8;
413;01.12.2025 11:22:02;21,8;
414;01.12.2025 11:22:03;21,8;
415;01.12.2025 11:22:04;21,8;
416;01.12.2025 11:22:05;21,8;
417;01.12.2025 11:22:06;21,8;
418;01.12.2025 11:22:07;21,8;
419;01.12.2025 11:22:08;21,8;
420;01.12.2025 11:22:09;21,8;
421;01.12.2025 11:22:10;21,8;
422;01.12.2025 11:22:11;21,8;
423;01.12.2025 11:22:12;21,8;
424;01.12.2025 11:22:13;21,8;
425;01.12.2025 11:22:14;21,8;
426;01.12.2025 11:22:15;21,8;
427;01.12.2025 11:22:16;21,8;
428;01.12.2025 11:22:17;21,8;
429;01.12.2025 11:22:18;21,8;
430;01.12.2025 11:22:19;21,8;
431;01.12.2025 11:22:20;21,8;
432;01.12.2025 11:22:21;21,8;
433;01.12.2025 11:22:22;21,8;
434;01.12.2025 11:22:23;21,8;
435;01.12.2025 11:22:24;21,8;
436;01.12.2025 11:22:25;21,8;
437;01.12.2025 11:22:26;21,8;
438;01.12.2025 11:22:27;21,8;
439;01.12.2025 11:22:28;21,8;
440;01.12.2025 11:22:29;21,8;
441;01.12.2025 11:22:30;21,8;
442;01.12.2025 11:22:31;21,8;
443;01.12.2025 11:22:32;21,8;
444;01.12.2025 11:22:33;21,8;
445;01.12.2025 11:22:34;21,8;
446;01.12.2025 11:22:35;21,8;
447;01.12.2025 11:22:36;21,8;
448;01.12.2025 11:22:37;21,8;
449;01.12.2025 11:22:38;21,8;
450;01.12.2025 11:22:39;21,8;
451;01.12.2025 11:22:40;21,8;
452;01.12.2025 11:22:41;21,8;
453;01.12.2025 11:22:42;21,7;
454;01.12.2025 11:22:43;21,8;
455;01.12.2025 11:22:44;21,7;
456;01.12.2025 11:22:45;21,7;
457;01.12.2025 11:22:46;21,8;
458;01.12.2025 11:22:47;21,8;
459;01.12.2025 11:22:48;21,7;
460;01.12.2025 11:22:49;21,7;
461;01.12.2025 11:22:50;21,7;
462;01.12.2025 11:22:51;21,7;
463;01.12.2025 11:22:52;21,7;
464;01.12.2025 11:22:53;21,7;
465;01.12.2025 11:22:54;21,7;
466;01.12.2025 11:22:55;21,7;
467;01.12.2025 11:22:56;21,7;
468;01.12.2025 11:22:57;21,7;
469;01.12.2025 11:22:58;21,7;
470;01.12.2025 11:22:59;21,7;
471;01.12.2025 11:23:00;21,7;
472;01.12.2025 11:23:01;21,7;
473;01.12.2025 11:23:02;21,7;
474;01.12.2025 11:23:03;21,7;
475;01.12.2025 11:23:04;21,7;
476;01.12.2025 11:23:05;21,7;
477;01.12.2025 11:23:06;21,7;
478;01.12.2025 11:23:07;21,7;
479;01.12.2025 11:23:08;21,7;
480;01.12.2025 11:23:09;21,7;
481;01.12.2025 11:23:10;21,7;
482;01.12.2025 11:23:11;21,7;
483;01.12.2025 11:23:12;21,7;
484;01.12.2025 11:23:13;21,7;
485;01.12.2025 11:23:14;21,7;
486;01.12.2025 11:23:15;21,7;
487;01.12.2025 11:23:16;21,7;
488;01.12.2025 11:23:17;21,7;
489;01.12.2025 11:23:18;21,7;
490;01.12.2025 11:23:19;21,7;
491;01.12.2025 11:23:20;21,7;
492;01.12.2025 11:23:21;21,7;
493;01.12.2025 11:23:22;21,7;
494;01.12.2025 11:23:23;21,7;
495;01.12.2025 11:23:24;21,7;
496;01.12.2025 11:23:25;21,7;
497;01.12.2025 11:23:26;21,7;
498;01.12.2025 11:23:27;21,7;
499;01.12.2025 11:23:28;21,7;
500;01.12.2025 11:23:29;21,7;
501;01.12.2025 11:23:30;21,7;
502;01.12.2025 11:23:31;21,7;
503;01.12.2025 11:23:32;21,7;
504;01.12.2025 11:23:33;21,7;
505;01.12.2025 11:23:34;21,7;
506;01.12.2025 11:23:35;21,7;
507;01.12.2025 11:23:36;21,7;
508;01.12.2025 11:23:37;21,7;
509;01.12.2025 11:23:38;21,7;
510;01.12.2025 11:23:39;21,7;
511;01.12.2025 11:23:40;21,7;
512;01.12.2025 11:23:41;21,7;
513;01.12.2025 11:23:42;21,7;
514;01.12.2025 11:23:43;21,7;
515;01.12.2025 11:23:44;21,7;
516;01.12.2025 11:23:45;21,7;
517;01.12.2025 11:23:46;21,7;
518;01.12.2025 11:23:47;21,7;
519;01.12.2025 11:23:48;21,7;
520;01.12.2025 11:23:49;21,7;
521;01.12.2025 11:23:50;21,7;
522;01.12.2025 11:23:51;21,7;
523;01.12.2025 11:23:52;21,7;
524;01.12.2025 11:23:53;21,7;
525;01.12.2025 11:23:54;21,7;
526;01.12.2025 11:23:55;21,7;
527;01.12.2025 11:23:56;21,7;
528;01.12.2025 11:23:57;21,7;
529;01.12.2025 11:23:58;21,7;
530;01.12.2025 11:23:59;21,7;
531;01.12.2025 11:24:00;21,7;
532;01.12.2025 11:24:01;21,7;
533;01.12.2025 11:24:02;21,7;
534;01.12.2025 11:24:03;21,7;
535;01.12.2025 11:24:04;21,7;
536;01.12.2025 11:24:05;21,7;
537;01.12.2025 11:24:06;21,7;
538;01.12.2025 11:24:07;21,7;
539;01.12.2025 11:24:08;21,7;
540;01.12.2025 11:24:09;21,7;
541;01.12.2025 11:24:10;21,7;
542;01.12.2025 11:24:11;21,7;
543;01.12.2025 11:24:12;21,7;
544;01.12.2025 11:24:13;21,7;
545;01.12.2025 11:24:14;21,7;
546;01.12.2025 11:24:15;21,7;
547;01.12.2025 11:24:16;21,7;
548;01.12.2025 11:24:17;21,7;
549;01.12.2025 11:24:18;21,7;
550;01.12.2025 11:24:19;21,7;
551;01.12.2025 11:24:20;21,7;
552;01.12.2025 11:24:21;21,7;
553;01.12.2025 11:24:22;21,7;
554;01.12.2025 11:24:23;21,7;
555;01.12.2025 11:24:24;21,7;
556;01.12.2025 11:24:25;21,7;
557;01.12.2025 11:24:26;21,7;
558;01.12.2025 11:24:27;21,7;
559;01.12.2025 11:24:28;21,7;
560;01.12.2025 11:24:29;21,7;
561;01.12.2025 11:24:30;21,7;
562;01.12.2025 11:24:31;21,7;
563;01.12.2025 11:24:32;21,7;
564;01.12.2025 11:24:33;21,7;
565;01.12.2025 11:24:34;21,7;
566;01.12.2025 11:24:35;21,7;
567;01.12.2025 11:24:36;21,7;
568;01.12.2025 11:24:37;21,7;
569;01.12.2025 11:24:38;21,7;
570;01.12.2025 11:24:39;21,7;
571;01.12.2025 11:24:40;21,7;
572;01.12.2025 11:24:41;21,7;
573;01.12.2025 11:24:42;21,7;
574;01.12.2025 11:24:43;21,7;
575;01.12.2025 11:24:44;21,7;
576;01.12.2025 11:24:45;21,7;
577;01.12.2025 11:24:46;21,7;
578;01.12.2025 11:24:47;21,7;
579;01.12.2025 11:24:48;21,7;
580;01.12.2025 11:24:49;21,7;
581;01.12.2025 11:24:50;21,7;
582;01.12.2025 11:24:51;21,7;
583;01.12.2025 11:24:52;21,7;
584;01.12.2025 11:24:53;21,7;
585;01.12.2025 11:24:54;21,7;
586;01.12.2025 11:24:55;21,7;
587;01.12.2025 11:24:56;21,7;
588;01.12.2025 11:24:57;21,7;
589;01.12.2025 11:24:58;21,7;
590;01.12.2025 11:24:59;21,7;
591;01.12.2025 11:25:00;21,7;
592;01.12.2025 11:25:01;21,7;
593;01.12.2025 11:25:02;21,7;
594;01.12.2025 11:25:03;21,7;
595;01.12.2025 11:25:04;21,7;
596;01.12.2025 11:25:05;21,7;
597;01.12.2025 11:25:06;21,7;
598;01.12.2025 11:25:07;21,7;
599;01.12.2025 11:25:08;21,7;
600;01.12.2025 11:25:09;21,7;
601;01.12.2025 11:25:10;21,7;
602;01.12.2025 11:25:11;21,7;
603;01.12.2025 11:25:12;21,7;
604;01.12.2025 11:25:13;21,7;
605;01.12.2025 11:25:14;21,7;
606;01.12.2025 11:25:15;21,7;
607;01.12.2025 11:25:16;21,7;
608;01.12.2025 11:25:17;21,7;
609;01.12.2025 11:25:18;21,7;
610;01.12.2025 11:25:19;21,7;
611;01.12.2025 11:25:20;21,7;
612;01.12.2025 11:25:21;21,7;
613;01.12.2025 11:25:22;21,7;
614;01.12.2025 11:25:23;21,7;
615;01.12.2025 11:25:24;21,7;
616;01.12.2025 11:25:25;21,7;
617;01.12.2025 11:25:26;21,7;
618;01.12.2025 11:25:27;21,7;
619;01.12.2025 11:25:28;21,7;
620;01.12.2025 11:25:29;21,7;
621;01.12.2025 11:25:30;21,7;
622;01.12.2025 11:25:31;21,7;
623;01.12.2025 11:25:32;21,7;
624;01.12.2025 11:25:33;21,7;
625;01.12.2025 11:25:34;21,7;
626;01.12.2025 11:25:35;21,7;
627;01.12.2025 11:25:36;21,7;
628;01.12.2025 11:25:37;21,7;
629;01.12.2025 11:25:38;21,7;
630;01.12.2025 11:25:39;21,7;
631;01.12.2025 11:25:40;21,7;
632;01.12.2025 11:25:41;21,7;
633;01.12.2025 11:25:42;21,7;
634;01.12.2025 11:25:43;21,7;
635;01.12.2025 11:25:44;21,7;
636;01.12.2025 11:25:45;21,7;
637;01.12.2025 11:25:46;21,7;
638;01.12.2025 11:25:47;21,7;
639;01.12.2025 11:25:48;21,7;
640;01.12.2025 11:25:49;21,7;
641;01.12.2025 11:25:50;21,7;
642;01.12.2025 11:25:51;21,7;
643;01.12.2025 11:25:52;21,7;
644;01.12.2025 11:25:53;21,7;
645;01.12.2025 11:25:54;21,7;
646;01.12.2025 11:25:55;21,7;
647;01.12.2025 11:25:56;21,7;
648;01.12.2025 11:25:57;21,7;
649;01.12.2025 11:25:58;21,7;
650;01.12.2025 11:25:59;21,7;
651;01.12.2025 11:26:00;21,7;
652;01.12.2025 11:26:01;21,7;
653;01.12.2025 11:26:02;21,7;
654;01.12.2025 11:26:03;21,7;
655;01.12.2025 11:26:04;21,7;
656;01.12.2025 11:26:05;21,7;
657;01.12.2025 11:26:06;21,7;
658;01.12.2025 11:26:07;21,7;
659;01.12.2025 11:26:08;21,7;
660;01.12.2025 11:26:09;21,7;
661;01.12.2025 11:26:10;21,7;
662;01.12.2025 11:26:11;21,7;
663;01.12.2025 11:26:12;21,7;
664;01.12.2025 11:26:13;21,7;
665;01.12.2025 11:26:14;21,7;
666;01.12.2025 11:26:15;21,7;
667;01.12.2025 11:26:16;21,7;
668;01.12.2025 11:26:17;21,7;
669;01.12.2025 11:26:18;21,7;
670;01.12.2025 11:26:19;21,7;
671;01.12.2025 11:26:20;21,7;
672;01.12.2025 11:26:21;21,7;
673;01.12.2025 11:26:22;21,7;
674;01.12.2025 11:26:23;21,7;
675;01.12.2025 11:26:24;21,7;
676;01.12.2025 11:26:25;21,7;
677;01.12.2025 11:26:26;21,7;
678;01.12.2025 11:26:27;21,7;
679;01.12.2025 11:26:28;21,7;
680;01.12.2025 11:26:29;21,7;
681;01.12.2025 11:26:30;21,7;
682;01.12.2025 11:26:31;21,7;
683;01.12.2025 11:26:32;21,7;
684;01.12.2025 11:26:33;21,7;
685;01.12.2025 11:26:34;21,7;
686;01.12.2025 11:26:35;21,7;
687;01.12.2025 11:26:36;21,7;
688;01.12.2025 11:26:37;21,7;
689;01.12.2025 11:26:38;21,7;
690;01.12.2025 11:26:39;21,7;
691;01.12.2025 11:26:40;21,7;
692;01.12.2025 11:26:41;21,7;
693;01.12.2025 11:26:42;21,7;
694;01.12.2025 11:26:43;21,7;
695;01.12.2025 11:26:44;21,7;
696;01.12.2025 11:26:45;21,7;
697;01.12.2025 11:26:46;21,7;
698;01.12.2025 11:26:47;21,7;
699;01.12.2025 11:26:48;21,7;
700;01.12.2025 11:26:49;21,7;
701;01.12.2025 11:26:50;21,7;
702;01.12.2025 11:26:51;21,7;
703;01.12.2025 11:26:52;21,7;
704;01.12.2025 11:26:53;21,7;
705;01.12.2025 11:26:54;21,7;
706;01.12.2025 11:26:55;21,7;
707;01.12.2025 11:26:56;21,7;
708;01.12.2025 11:26:57;21,7;
709;01.12.2025 11:26:58;21,7;
710;01.12.2025 11:26:59;21,7;
711;01.12.2025 11:27:00;21,7;
712;01.12.2025 11:27:01;21,7;
